,0
000,3.241305342064451
05,0.22100307103256642
08,0.22100307103256642
10,0.8860145198363474
100,1.2370110718464995
11,1.2755006026199944
112,0.40589673970278034
11th,0.3211741954500933
12,0.323486495409337
13,0.39423619421867284
132,0.39444090802248544
13th,0.35368727681288964
14,0.3084970209961121
15,1.260253099017926
150,0.2936194227263961
15k,0.2856417188541681
16,0.9361891735576674
176,0.2936194227263961
1933,0.3642093282037952
1970,0.39942133892933224
1990,0.2604810434900952
1cm,0.2997103175273714
20,0.38291473708380236
200,0.38438576595957813
2012,0.22100307103256642
2015,0.3634069124149753
2016,0.3923822154639209
2017,0.42170194247151566
2022,0.38891744525586003
2036,0.32999344112962575
21,0.3805622084070952
218k,0.368934859935256
22,0.3215080008009941
23,0.4821341816010959
24,0.33376100131239245
25,0.38649979215908437
250,0.7063696971145698
259,0.3550888027756325
28,0.42170194247151566
2km,0.35142904996901264
30,1.9649354485202157
300,0.33259155806720797
400,0.2437323187577651
450,0.32365298565888306
50,0.4277462603983164
500,1.302737727023501
50th,0.331433549892662
54,0.38308307001403424
57,0.36876162859328415
570,0.34688526272870346
5k,0.37473405457650083
60,0.23594816415545702
6491,0.392033470125592
666,0.35368727681288964
675,0.3928076049617282
70,0.6840000913285601
79,0.3587017855799317
80,0.5436849416549875
89,0.3716650916386957
8m,0.3550888027756325
8theist,0.38878363945514405
911,0.3215080008009941
92,0.34214640665439966
92nd,0.3783009735581826
93,0.31466182311180024
99,0.3642093282037952
a0rnsk5,0.2635095859481967
a1,0.3421809120517913
aaron,0.408140169022794
abandon,0.393969025789825
abil,0.2986300989346174
abort,0.9222628148627339
about,2.6099934066082744
abov,0.4262796532242157
absolut,0.26001188253508395
abstinence,0.20282353409903914
abus,1.029334406057039
ac,0.27934907049869434
academ,0.391277499118403
accept,0.3265650238001709
access,0.9675388669826455
accid,0.41472291831421426
accident,2.916604489984947
acclim,0.3926379529948718
account,0.6605710146171695
accus,2.277122956296298
acquir,0.2870602584269792
across,0.33259155806720797
act,0.8303175322078904
activ,0.31945645451671434
actor,0.6864764603546827
actual,0.4495192580957892
ad,0.516596938277499
adam,0.2772699280511723
adel,0.46627409424258814
administr,0.3541699129162968
admiss,0.4530176785060169
admit,1.3748728287725045
adult,0.38832775077432935
advertis,0.7484930244175242
advis,0.2947932120479112
affair,0.3891816648985404
african,0.44511999881542863
after,5.217446887990144
afternoon,0.34602459559748006
again,0.6497914919848438
against,1.0946497266805517
age,1.1498132105201542
agenc,0.352757652567884
agent,0.5472789183042119
ago,1.233574742690322
agoni,0.323486495409337
ahead,0.5356694885605409
aid,1.528660935862128
aiken,0.30605983613077653
air,1.463680402937276
airlin,0.2593843918622147
airport,0.4576948079365328
airtight,0.3323305367257978
airwav,0.33632722646302515
alabama,0.37965775330859286
alarm,0.5143559103025638
alberta,0.41788849176041154
album,0.5708446233782518
alert,0.3648022080267944
alien,0.379514909030286
all,1.3967001046202523
alleg,0.6346638157907034
allen,0.3443044693556034
allergi,0.34864273231413667
allianc,0.33652101729614137
allig,0.394620880008169
allow,0.8038813063088206
alma,0.28100498838045546
aloft,0.2949144380374746
alongsid,0.37496525905044814
also,0.4692072969735126
alt,0.28576006188232406
am,0.3677499468591392
amazon,1.2330277841589463
ambassador,0.3579406633596323
ambul,0.3236946074717188
amend,0.38878363945514405
america,2.2979710809301257
american,2.99521614736174
amid,0.393969025789825
among,0.4187565350250835
amp,0.8709478068767065
amput,0.6006014188683827
amulet,0.21208654019588413
an,2.162897660927824
ancient,0.734552933881842
and,5.99913769212221
andrew,0.2437323187577651
android,0.22209127572870443
angel,0.6430058406753403
anger,0.6636952691117851
angler,0.2997103175273714
ani,0.8952271153491071
anim,1.8580463879097149
anna,0.44313778821633265
announc,2.355888308551926
annoy,1.21118754879921
annual,0.34748819294664834
anonym,0.31224848425094254
anoth,0.30772466322245773
ant,0.4821341816010959
anthem,0.36703557896918165
anthrax,0.39752755823211466
anti,0.9267315105021539
antisemit,0.40680616057075186
antonio,0.3271561664054543
anymor,0.5226631054635931
anyon,0.9950064754128847
anyth,0.7413006543094136
apolog,1.2773561618168503
appar,0.6355098489779649
appeal,0.6236240444795569
appendix,0.38926300121406043
appl,0.40619056623366684
appli,0.35160108207650503
appreci,0.3345704458138464
approach,0.3079318420246793
approv,0.3850285601598834
ar,0.30852454761825965
arabia,0.7692252944521318
are,2.165246456320735
area,0.4565010144844085
argu,0.2772699280511723
argument,0.33058792071642096
arizona,0.3511283894775415
arm,1.101643613597996
armi,0.3327443158451206
armstrong,0.29989202028018636
around,0.6631260847283996
arrest,4.797759426317603
art,0.39444090802248544
articl,0.3987111598983276
articul,0.4086574372289908
artifact,0.3386810211420915
as,3.6845563912856263
ash,0.36345387497084464
ask,2.6627165699035698
ass,0.3167943846288635
assault,0.9263175410516951
assembl,0.394184207152238
assign,0.2788190488383219
associ,0.5127275339821112
assum,0.7526210099067963
astronom,0.3368313935703527
at,3.6430341160393493
athlet,0.6554669322611526
atom,0.5156260623232428
attack,0.8855380078762755
attain,0.5016748183938304
attempt,0.6289304182801995
attend,0.9274982917182668
attorney,0.36709395891624264
audienc,0.5162394648679856
audit,0.39650984843355846
aunt,0.33058792071642096
australian,0.3984683570008594
austrian,0.4087184050640554
author,0.79288281947851
autism,0.7320208828759944
autobahn,0.41472291831421426
avail,0.7177171679255261
aveng,0.4596581929357111
avenu,0.3211741954500933
avoid,1.0000318485315667
aw,0.35151828908696525
awar,0.22209127572870443
award,0.6043255334722788
away,1.2576359751257344
awkward,0.4176731668450205
babi,0.7304272699885763
back,2.3857720162643354
backer,0.33693304491930864
background,0.6073548129914415
backpack,0.705798016708278
bacon,0.34511909299084126
bacteria,0.3336802722215506
bad,1.3273256098302766
badg,0.2966180400487654
baffl,0.6015562503605865
bag,0.4596231754259491
bail,0.40488797976425484
ball,0.6470321933814924
ballist,0.3648022080267944
ban,3.3772188771405105
banish,0.2772699280511723
banist,0.367750098818149
bank,0.9000511950456755
bannon,0.31567902863926817
bar,0.8434561962449061
barack,0.5356168278574034
barber,0.3221487056092684
barbi,0.8751557486290089
bare,0.2951589825213128
barn,0.31039924411484215
bas,0.33672130977993703
base,0.2788190488383219
basebal,0.6400586402358854
basi,0.4077528109909592
basic,0.743518939850763
basketbal,0.5281447472432035
bathroom,0.7124160079196689
bathtub,0.28764379943772045
batter,0.4393798143221492
battl,0.6011998804723833
bay,0.3306387671990977
bbc,0.32078601152534963
be,3.6557378141354127
beach,0.3972297052068683
bean,0.6528198080698913
bear,1.4166070874627583
beard,0.4027363112338014
beast,0.394620880008169
beat,1.0100200927198302
beauti,0.8747680713435323
becaus,1.4548534457459967
becom,1.3485770170493216
bed,0.8170608565059629
bedroom,0.48222483975206254
bee,0.3919330458822425
been,0.2772699280511723
beer,2.0609376852523895
beetl,0.3602119828665945
befor,1.087198458484803
behind,1.3575593176986704
beij,0.41172841416892797
belaru,0.5049071284815045
belgian,0.37473405457650083
believ,1.0283236881789075
ben,0.31443712562545134
benadryl,0.3728660539708271
beneath,0.29713996604879067
benefit,0.680388402997735
best,1.093207379282378
betsi,0.3583949226738315
better,0.48952052776950744
between,0.853090065350501
beyond,0.24157801543940796
bezo,0.2795024309750911
bi,0.3602119828665945
biden,0.34641606527648466
bieber,0.38900302038941315
big,0.9726744363703399
bigfoot,0.35402327668451916
biggest,0.32999344112962575
bike,0.7771413524945135
bikini,0.3300739315374728
bill,1.386570394288129
billionair,0.33693304491930864
bing,0.36889604268818393
biolog,0.30286549770187915
bird,0.7672759964384221
birth,0.6095541787381258
birthday,0.7600173113368898
bitch,0.5232016741498342
bitcoin,0.6309150117171147
bite,1.0035746656836424
black,1.0915323107039978
blackjack,0.33788556968039063
blade,0.42937052839293743
blame,1.5468736440877395
bland,0.33731699257735553
blast,0.8691659222738453
bleach,0.4117481781638764
blender,0.34862092516063753
block,0.34376517333897016
blog,0.7128059610669867
blood,0.48015753050874727
blow,0.2947421096900694
blown,0.280828269839309
blue,0.7446919025762341
board,0.7162850418777295
bobbi,0.3210898941185046
bodi,1.5449073488404772
boehner,0.38103817941436907
bold,0.24386946796740264
bono,0.29497568679603675
book,0.9506339351298196
boost,0.36876162859328415
border,0.35225490525619446
borderland,0.6030737921351432
bori,0.32621230501222565
born,0.47120029172679967
borrow,0.3840364143827103
boss,0.6421477995319689
boston,0.28780086962230667
both,0.21208654019588413
bought,0.6535048912373029
bowl,0.6482877687556542
box,0.5475975910084048
boy,2.319829351487722
boyfriend,0.6607887008735387
brace,0.277217808492325
bradley,0.39423619421867284
braff,0.3468318977039663
brag,0.2813593818864332
brain,0.4130170967376122
brainwash,0.5703888312958575
brake,0.3236946074717188
brand,0.3540505006810139
branson,0.23241863429309478
brazilian,0.7465990492870274
breach,0.40817478109444144
bread,0.3165638550781686
break,1.2865668027164294
breed,0.31557379564824556
brexit,0.32621230501222565
briberi,0.35510133656170395
brief,0.2664690566060234
brien,0.26001188253508395
bright,0.39326103068965396
bring,0.9712361054769367
bristol,0.40878575566362557
brit,0.3145579408377336
broadcast,0.3667910484076922
bromanc,0.34424059940919916
bronx,0.3668463122899239
brook,0.3846009048938093
brother,0.9153205800562887
brown,0.3187778912848808
browni,0.3752965143030092
brutal,0.35926674657418906
bu,0.9404162422147032
bubbl,0.4276665323529534
budget,0.6885331865529598
build,1.1038550033145018
built,0.20282353409903914
bull,0.35277008234185153
bullet,0.3050399417270753
bulletproof,0.8067530638459675
bulli,0.25942550932409675
bunch,0.41788849176041154
bunkerâ,0.27014948110775
burglar,0.6597718743296888
buri,0.7478873074123196
burst,0.280828269839309
bush,0.5138679357344563
busi,0.45941605323150114
bust,0.4130170967376122
but,0.584698244981114
butt,0.39924449957572683
buttock,0.391277499118403
buy,0.29989202028018636
by,3.207707878245861
ca,0.3987111598983276
cabinet,0.34758061869466966
cadet,0.34748819294664834
cake,0.6646403518241664
calendar,0.3923822154639209
california,0.3682453277051559
call,3.868631125043882
calori,0.4391854493558015
cam,0.39527196406268755
came,0.3833915033668265
camera,0.3007102844448494
camp,0.2936194227263961
campaign,1.107438007155831
campu,0.3850285601598834
can,2.7318619653012197
canada,0.3642093282037952
cancel,0.3667910484076922
cancer,1.0349313508834233
candid,1.6550061941178043
cap,0.6839531181886735
capitol,0.2949144380374746
capsul,0.42575275033044724
captain,0.3794696992858906
car,4.038720049783495
care,0.6701893786009
career,0.6367628970037849
caretak,0.5773502691896258
carli,0.3363265497226081
carolina,0.29748018194053993
carri,0.39423619421867284
carrier,0.2916183019144818
carson,0.31443712562545134
carv,0.24157801543940796
case,1.227203271459203
casino,0.2924320639122033
cast,0.25942550932409675
castl,0.40607181721036134
cat,2.353534751106173
catacomb,0.29713996604879067
catapult,0.2916183019144818
catch,0.7104919245834316
cathol,0.39500144099256074
caught,1.1943544571119173
caus,1.2939355664008299
celebr,1.5654677022185255
cell,0.3356949404736087
censor,0.6959788351153005
censorship,0.37093798913044423
central,0.2730219613613261
ceo,0.6750268679323419
cereal,0.5496886284421636
ceremoni,0.36754968573904856
chain,0.4385314992893665
chair,0.3221487056092684
chalkboard,0.31945645451671434
challeng,0.3712044561406281
champion,0.35225490525619446
championship,0.6446789306963467
chanc,0.3368313935703527
chandeli,0.2731501650528957
chang,1.0593194054842177
chao,0.6862741851627991
chapel,0.33742832525163075
chapo,0.3540505006810139
charact,0.31402524191851383
charg,1.453388837702672
chariti,0.6426637205509398
charlott,0.322438371135956
charm,0.3238339154282883
chase,1.110523988425161
cheap,0.3443044693556034
cheat,0.25942550932409675
check,0.3479942917435611
checkpoint,0.7138495887441645
chees,0.8785206157561375
cheeseburg,0.3210898941185046
chess,0.4180889704745874
chew,0.3050635315885808
chhattisgarh,0.40488797976425484
chicago,0.7604204433304024
chicken,0.5966826678631745
chief,1.2530021776820175
child,2.136019729703892
childless,0.3415711092284305
children,1.7635102067928732
china,2.432348977578677
chines,1.0280344192260418
chocol,0.34769252777551174
choos,0.3300739315374728
christian,0.385431120352308
christma,0.4290240716473235
chrome,0.34376517333897016
chronotaur,0.6084706022971174
chug,0.389289670707701
church,0.7550620408690631
cia,0.6447916424457933
cinema,0.3615142083326967
cite,0.3528111351974872
citi,0.9288303718436215
citizenri,0.29498395856191195
citizenship,0.3642093282037952
civilian,0.3442762727461554
claim,0.6725240332998177
clap,0.5049071284815045
clarifi,0.2846461239903815
class,1.2701758686546412
classmat,0.42575275033044724
classroom,0.3664014419902401
clau,0.4703371784419402
clean,1.111918742341993
cleanli,0.34181219023934406
clearli,0.3050635315885808
clerk,0.3459515845191307
cleveland,0.29460743328849953
clickhol,0.405591712775241
climat,0.28951677609599347
climb,0.3438410674991191
clinton,1.0940286385818732
clip,0.2957724599059986
close,0.3731120374834451
closer,0.38469101295292885
closest,0.33652101729614137
cloth,0.6020736625391454
cloud,0.42675294195820057
club,0.39650984843355846
clutch,0.3079318420246793
cnn,0.3792405580670638
coach,0.321504641256092
coast,0.6868480346784243
cocain,0.34838265704668103
code,0.19169575168341324
coffe,0.39924449957572683
cohen,0.30772466322245773
coin,0.3706896548989491
cold,0.3984683570008594
colgat,0.352546861617222
collaps,0.29748018194053993
colleg,0.6425225720033506
color,0.3808116733542546
colorado,0.38105170241529
columbia,0.19169575168341324
com,0.22100307103256642
coma,0.46627409424258814
comcast,0.34393787573718715
come,1.8795732704584922
comedian,0.36345387497084464
comey,0.35563694456140404
command,0.4385314992893665
comment,0.2846461239903815
commit,0.35910520637436755
committe,0.3583949226738315
commun,0.24157801543940796
commut,0.4230076451808331
compani,1.5382603105925878
company,0.28708825343646893
compat,0.29460743328849953
compel,0.37471056511680323
competit,0.33788556968039063
compil,0.35112012770038514
complain,0.4305410934156883
complet,0.2850199632819978
complianc,0.19169575168341324
con,0.42735558545356367
conan,0.26001188253508395
conceiv,0.30605983613077653
concentr,0.2870602584269792
concert,0.2437323187577651
conduct,1.0612032698060094
confeder,0.6670686360249516
confid,0.4467599179746815
confirm,0.3682453277051559
confisc,0.3306387671990977
conflict,0.2437323187577651
confus,0.4434779961277886
congress,1.0503431828925631
consequ,0.7344288483395388
conserv,0.6360181095634849
consid,0.3762107863700289
conspiraci,0.2941786959897014
construct,0.4323800088527545
contact,0.3387971908654665
contain,0.9672078595455136
contempl,0.2903301627483838
contest,0.3300739315374728
continu,0.613361658435218
contractor,0.3538976703752602
contributor,0.3792405580670638
control,0.7795860867953064
convers,0.3221487056092684
convict,0.39500144099256074
conway,0.3576042990371342
cook,0.2903801344587544
cooki,0.61847072747622
cooler,0.41327955325939275
cop,2.9726000948119204
corrupt,0.3891816648985404
cosbi,0.7396109781065828
cost,0.6457661871804374
costa,0.39604016552756993
costum,0.6934876787097648
cough,0.2914984273446363
could,2.256446832714348
couldn,0.31466182311180024
council,0.47120029172679967
counselor,0.35508170942941353
count,0.4325661182259956
counter,0.5592958275876879
counterpoint,0.21690433040108525
counti,0.5060702345045252
countless,0.3443044693556034
countri,1.238526367128556
coupl,0.3972297052068683
cours,0.3070776286450058
court,0.933012812030218
cover,0.5860055536272988
cower,0.2731501650528957
cowork,0.35204911378198134
crack,0.40466043200389573
crackdown,0.34768747260485144
crackl,0.33632722646302515
crap,0.394088492362126
crash,1.7844906362075645
creat,0.8182754851372334
credit,0.6139182616476186
creek,0.2936194227263961
creep,0.34087012615967366
creepi,0.35957923320777874
crew,0.8931881108485104
cri,0.3678648762838122
crime,1.094022772660085
crimin,0.44012448363853557
crisi,0.31911529351865164
crowd,0.31647780382516033
crowdsourc,0.3363265497226081
crude,0.2936194227263961
crutch,0.3760705592226337
cruz,0.6311604140300171
crystal,0.9908923365850822
cuba,0.45941605323150114
cucumb,0.41643747468195225
cum,0.3846009048938093
cup,0.9196531973161848
cure,0.7563408181467349
currenc,0.2870602584269792
curriculum,0.36975166512822794
curs,0.4903205316184982
custodi,0.690902061251851
custom,0.9856632824913167
cut,0.5788066499457472
cute,0.3678702387712473
cuyahoga,0.2788190488383219
cycl,0.6758266680843046
cyclist,0.40111427285797024
czech,0.3300739315374728
da,0.36709395891624264
dad,1.8637265201998812
daesh,0.36889604268818393
daili,0.405591712775241
dakota,0.2936194227263961
dalla,0.3050399417270753
dame,0.3919330458822425
dan,0.3050399417270753
danc,0.4926519926488638
danger,0.3663765276693869
dare,0.32365298565888306
date,0.663919129832621
daughter,0.7485563603308433
day,3.6645578508069225
dc,0.27934907049869434
dead,1.7557509158931037
deadli,0.977499515832977
death,1.2529614601842156
debat,0.41111509145767317
debut,0.40619056623366684
decade,0.3070776286450058
decid,0.9965038076332928
decis,0.29989202028018636
declar,0.9312561965342261
decor,0.32365298565888306
dedic,0.34393787573718715
deep,0.2941786959897014
deer,0.7491244207355675
defec,0.37471056511680323
defens,0.634526043402031
defiant,0.2949144380374746
defin,0.3070776286450058
definit,0.25087277765304866
deform,0.47120029172679967
deft,0.3165541125800432
delet,0.3608607707823029
deliveri,0.7146612531542258
demand,1.757620373323804
democrat,0.3210898941185046
deni,2.123899455060071
dental,0.6263352990983473
denver,0.35402327668451916
depart,0.35102725927245626
deposit,0.27633682961177713
depress,0.33280568501458874
deputi,1.4130487205705198
desanti,0.2846461239903815
descend,0.2997103175273714
desert,0.40243765255104313
deserv,0.2788190488383219
design,0.2765566332319506
desper,1.1750898155859395
despit,0.3642093282037952
despond,0.2795024309750911
destruct,0.27014948110775
detach,0.33632722646302515
detail,0.2922374924596825
detain,0.7041895403186647
detector,0.392033470125592
detent,0.3860995015096988
deterg,0.65007068088794
detriment,0.3978865096195528
detroit,0.3708929890344282
devil,0.34013525604312506
devo,0.3583949226738315
devon,0.2657044210747172
devot,0.3850285601598834
devote,0.35402327668451916
dial,0.3215080008009941
dialogu,0.2694244481271364
dictat,0.3012674794904032
did,1.0562591329854851
didn,0.5471089011756437
die,3.1092933081062255
diego,0.3358881406681791
diffus,0.38855983201568295
dig,1.0309950450240044
digit,0.2847694702636471
dinn,0.34758061869466966
diploma,0.3699507222403093
director,0.6001356400418232
disabl,0.3438410674991191
disappoint,0.33731699257735553
disarray,0.22315086580417104
disast,0.3664014419902401
discourag,0.2847694702636471
discov,1.4893268962329116
disease,0.30973298464680415
disembark,0.3285491130469319
disguis,0.39582718336481926
dismemb,0.29713996604879067
dismember,0.3840364143827103
disney,0.5400532928454704
disown,0.5343176510485912
displac,0.379514909030286
disrupt,0.47120029172679967
distract,0.29498395856191195
distribut,0.4290240716473235
district,0.6152471451266551
disturb,0.298377988201481
dive,0.35142904996901264
diver,0.4277462603983164
divers,0.9973408912301541
divid,0.34180623755657197
divorc,0.2795024309750911
divulg,0.4077528109909592
dj,0.2604810434900952
do,1.4330839258816037
doctor,1.0095032256364855
dod,0.2867013590655444
doe,0.367750098818149
doesn,0.3415711092284305
dog,2.7059650312747605
doll,0.7130956303952735
dolphin,0.22100307103256642
dolphins,0.22100307103256642
dominican,0.3639282276549208
don,0.33385691176581095
donald,0.22315086580417104
donat,0.9167730210300046
done,0.4357193597593335
donut,0.5363339623051693
doofu,0.2881555537571003
doom,0.4525688213509218
door,0.2765566332319506
doubl,0.30286549770187915
doubt,0.3802565997733543
doughnut,0.3079318420246793
down,1.6937088062079233
download,0.38599646290184314
dozen,0.4565010144844085
draft,0.31567902863926817
draw,0.7802980203007763
drawn,0.705294650776704
dream,0.326751453067356
dress,0.9953594606882964
drink,1.4175896138750197
driv,0.4396086975603016
drive,2.6801456857131463
driven,0.40878575566362557
driver,2.0808537114671575
drone,1.0204689349704343
drop,0.6357634909117066
drown,0.5773502691896258
drug,3.118933221003711
drummer,0.5673680224987454
drunk,0.3402699121426296
dryer,0.36962294592316663
dude,1.0692021979604165
due,0.2856417188541681
duffel,0.28764379943772045
dui,0.4251380085273202
dummi,0.29713996604879067
dure,1.349938983701605
dutton,0.3891816648985404
dvd,0.29989202028018636
dy,1.0080136968651656
ea,0.20150632082293374
each,0.6685572149456758
earbud,0.33632722646302515
earlier,0.2731501650528957
earn,0.2795024309750911
earth,0.5327498786914536
easier,0.33733587808323734
easili,0.3323305367257978
east,0.34236006737323005
easter,0.7401666530136888
eat,1.654260742945195
ebay,0.36345387497084464
ebola,0.6637604816845304
eccleston,0.35510133656170395
economi,0.4152687083117359
ecosystem,0.27934907049869434
ecstasi,0.39318121168174675
eden,0.2772699280511723
editor,0.3734626853633327
educ,0.20282353409903914
edward,0.4624231133553691
eeri,0.34087012615967366
effect,1.6322010719201696
eg,0.42577244599819025
egg,1.2696158178594668
eiffel,0.2654474478152333
eight,0.4497455433025525
el,0.3540505006810139
elderli,0.4645244163322634
elect,0.946157176555833
electromagnet,0.2916183019144818
elementari,0.3050635315885808
eleph,0.2654474478152333
elizabeth,0.3783009735581826
elliot,0.34151771986334384
els,0.3161166046745571
elton,0.28897822514315763
elyse,0.3319485850684812
email,0.7363408148772019
embarrass,0.4086574372289908
embed,0.3197276042709733
embrac,0.28708825343646893
emerg,1.0790086065364144
emiss,0.2721490686950539
emmanuel,0.3319485850684812
emment,0.3012674794904032
emot,0.751330361780062
employ,0.368934859935256
employe,1.3741811640068144
encas,0.30852454761825965
encourag,0.3434259826467564
end,1.0771132123483684
enforc,0.3978865096195528
england,0.2997103175273714
enhanc,0.39924449957572683
enjoy,1.342554631614972
enough,1.1107517922700696
enrich,0.42398679879433954
enter,0.5928240166175311
entertain,0.34758061869466966
entir,1.6599700426088893
environ,0.28283258886202006
environment,0.2721490686950539
epitom,0.39704846362068996
epstein,0.2664690566060234
equip,0.3336802722215506
erect,0.3468318977039663
erica,0.19169575168341324
erotica,0.35402327668451916
escap,1.0221255819325283
estat,0.5171619593224914
euclid,0.42577244599819025
europ,0.4356513538276935
evacu,0.4576948079365328
evad,0.45954839505533585
eve,0.2772699280511723
even,1.537786505182117
ever,1.5675741546890414
everest,0.322438371135956
everi,1.7589502759372744
everybodi,0.7930141839335427
everyon,1.1687380109652912
everyth,0.7212998460982842
evid,0.5709342574032943
ex,0.6787878557925721
exact,0.21208654019588413
exactli,0.30772466322245773
except,0.34376517333897016
excess,0.3605251506118055
excus,0.3568127691193332
execut,0.6362042586336611
execution,0.4497455433025525
exercis,0.7451791996897229
exhaust,0.3084970209961121
expect,1.0059081851836582
expedit,0.322438371135956
experi,0.701119012638395
expert,0.7366570887152339
expir,0.5085839772378584
explor,0.30973298464680415
explos,0.3670988190598369
expos,0.7071508533657951
express,0.280828269839309
expuls,0.355862300355429
extent,0.44012448363853557
extrem,0.22209127572870443
ey,0.618361510007825
eye,1.0621106953243848
eyebrow,0.4182733964351047
face,1.3978374357783392
facebook,1.0202618880284167
facsimil,0.34087012615967366
fail,0.8245964081758139
faint,0.298377988201481
fair,0.8285434484729304
fake,1.5661619878859572
fall,1.1132317157347416
fallen,0.3760705592226337
fame,0.2704349002993264
famili,1.9209725232000006
